"MeshBlock","Count","AreaUnit","TerritorialAuthority","DHB"
2739600,0,"Tinwald","Ashburton District","Canterbury"
2739900,0,"Tinwald","Ashburton District","Canterbury"
2740000,0,"Tinwald","Ashburton District","Canterbury"
2740200,0,"Tinwald","Ashburton District","Canterbury"
2740500,0,"Tinwald","Ashburton District","Canterbury"
2740600,0,"Tinwald","Ashburton District","Canterbury"
2740700,0,"Tinwald","Ashburton District","Canterbury"
2740800,0,"Tinwald","Ashburton District","Canterbury"
2740900,0,"Tinwald","Ashburton District","Canterbury"
2741400,0,"Tinwald","Ashburton District","Canterbury"
2741500,0,"Tinwald","Ashburton District","Canterbury"
2741800,0,"Tinwald","Ashburton District","Canterbury"
2742000,0,"Hinds","Ashburton District","Canterbury"
2742100,0,"Hinds","Ashburton District","Canterbury"
2742200,0,"Hinds","Ashburton District","Canterbury"
2742500,0,"Hinds","Ashburton District","Canterbury"
2742800,1,"Hinds","Ashburton District","Canterbury"
2742900,1,"Hinds","Ashburton District","Canterbury"
2743000,0,"Hinds","Ashburton District","Canterbury"
2743200,0,"Hinds","Ashburton District","Canterbury"
2743400,0,"Hinds","Ashburton District","Canterbury"
2743700,0,"Hinds","Ashburton District","Canterbury"
2743803,0,"Plains Railway","Ashburton District","Canterbury"
2743808,0,"Plains Railway","Ashburton District","Canterbury"
2743901,1,"Hinds","Ashburton District","Canterbury"
2743903,0,"Plains Railway","Ashburton District","Canterbury"
2744000,0,"Hinds","Ashburton District","Canterbury"
2744100,0,"Hinds","Ashburton District","Canterbury"
2744200,0,"Hinds","Ashburton District","Canterbury"
2744400,0,"Hinds","Ashburton District","Canterbury"
2744700,0,"Hinds","Ashburton District","Canterbury"
2745001,0,"Chertsey","Ashburton District","Canterbury"
2745200,0,"Chertsey","Ashburton District","Canterbury"
2745500,0,"Chertsey","Ashburton District","Canterbury"
2745600,0,"Chertsey","Ashburton District","Canterbury"
2745700,0,"Chertsey","Ashburton District","Canterbury"
2745902,0,"Fairton","Ashburton District","Canterbury"
2746103,0,"Fairton","Ashburton District","Canterbury"
2746201,0,"Chertsey","Ashburton District","Canterbury"
2746301,0,"Fairton","Ashburton District","Canterbury"
2746303,0,"Fairton","Ashburton District","Canterbury"
2746402,0,"Ashburton East","Ashburton District","Canterbury"
2746403,0,"Ashburton East","Ashburton District","Canterbury"
2746407,0,"Ashburton East","Ashburton District","Canterbury"
2746408,0,"Netherby","Ashburton District","Canterbury"
2746501,0,"Ashburton East","Ashburton District","Canterbury"
2746601,0,"Chertsey","Ashburton District","Canterbury"
2746604,0,"Ashburton East","Ashburton District","Canterbury"
2746901,0,"Hinds","Ashburton District","Canterbury"
2746902,0,"Hinds","Ashburton District","Canterbury"
2747202,0,"Hinds","Ashburton District","Canterbury"
2747300,0,"Hinds","Ashburton District","Canterbury"
2747400,0,"Hinds","Ashburton District","Canterbury"
2747501,0,"Hinds","Ashburton District","Canterbury"
2747503,0,"Ashburton North","Ashburton District","Canterbury"
2747504,0,"Ashburton North","Ashburton District","Canterbury"
2747602,0,"Hinds","Ashburton District","Canterbury"
2747603,0,"Allenton West","Ashburton District","Canterbury"
2747608,0,"Ashburton North","Ashburton District","Canterbury"
2747700,0,"Ashburton North","Ashburton District","Canterbury"
2747800,1,"Ashburton North","Ashburton District","Canterbury"
2748000,0,"Hinds","Ashburton District","Canterbury"
2748300,0,"Hinds","Ashburton District","Canterbury"
2748402,0,"Plains Railway","Ashburton District","Canterbury"
2748504,0,"Plains Railway","Ashburton District","Canterbury"
2748507,0,"Plains Railway","Ashburton District","Canterbury"
2748601,0,"Hinds","Ashburton District","Canterbury"
2748602,0,"Plains Railway","Ashburton District","Canterbury"
2748700,0,"Hinds","Ashburton District","Canterbury"
2748801,0,"Hinds","Ashburton District","Canterbury"
2748900,0,"Chertsey","Ashburton District","Canterbury"
2749100,0,"Chertsey","Ashburton District","Canterbury"
2749200,0,"Chertsey","Ashburton District","Canterbury"
2749300,0,"Chertsey","Ashburton District","Canterbury"
2749500,0,"Chertsey","Ashburton District","Canterbury"
2749700,0,"Rakaia","Ashburton District","Canterbury"
2749900,0,"Rakaia","Ashburton District","Canterbury"
2750000,0,"Rakaia","Ashburton District","Canterbury"
2750100,0,"Rakaia","Ashburton District","Canterbury"
2750200,0,"Rakaia","Ashburton District","Canterbury"
2750400,0,"Chertsey","Ashburton District","Canterbury"
2750700,0,"Chertsey","Ashburton District","Canterbury"
2750900,0,"Chertsey","Ashburton District","Canterbury"
2751100,0,"Chertsey","Ashburton District","Canterbury"
2751300,0,"Mt Somers","Ashburton District","Canterbury"
2751500,0,"Mt Somers","Ashburton District","Canterbury"
2751700,0,"Mt Somers","Ashburton District","Canterbury"
2751800,0,"Mt Somers","Ashburton District","Canterbury"
2752106,0,"Methven","Ashburton District","Canterbury"
2752401,0,"Methven","Ashburton District","Canterbury"
2752600,0,"Methven","Ashburton District","Canterbury"
2752700,0,"Methven","Ashburton District","Canterbury"
2752801,0,"Methven","Ashburton District","Canterbury"
2752900,0,"Methven","Ashburton District","Canterbury"
2753000,0,"Mt Somers","Ashburton District","Canterbury"
2753401,0,"Mt Somers","Ashburton District","Canterbury"
2754000,0,"Mt Somers","Ashburton District","Canterbury"
2754400,0,"Mt Somers","Ashburton District","Canterbury"
2755100,0,"Mt Somers","Ashburton District","Canterbury"
2755500,0,"Mt Somers","Ashburton District","Canterbury"
2756100,0,"Mt Somers","Ashburton District","Canterbury"
2756200,0,"Mt Somers","Ashburton District","Canterbury"
2756300,0,"Mt Somers","Ashburton District","Canterbury"
2756400,0,"Mt Somers","Ashburton District","Canterbury"
2757200,0,"Mt Somers","Ashburton District","Canterbury"
2757300,0,"Mt Somers","Ashburton District","Canterbury"
2757400,0,"Mt Somers","Ashburton District","Canterbury"
2757900,0,"Ben Mcleod","Timaru District","South Canterbury"
2758400,0,"Orari","Timaru District","South Canterbury"
2758901,0,"Orari","Timaru District","South Canterbury"
2759000,0,"Orari","Timaru District","South Canterbury"
2759204,0,"Orari","Timaru District","South Canterbury"
2759208,0,"Orari","Timaru District","South Canterbury"
2759209,1,"Orari","Timaru District","South Canterbury"
2759300,0,"Orari","Timaru District","South Canterbury"
2759400,1,"Orari","Timaru District","South Canterbury"
2759700,0,"Orari","Timaru District","South Canterbury"
2759800,0,"Orari","Timaru District","South Canterbury"
2759900,0,"Orari","Timaru District","South Canterbury"
2760200,0,"Orari","Timaru District","South Canterbury"
2760900,0,"Orari","Timaru District","South Canterbury"
2761900,0,"Orari","Timaru District","South Canterbury"
2762100,0,"Orari","Timaru District","South Canterbury"
2762300,0,"Orari","Timaru District","South Canterbury"
2762500,0,"Orari","Timaru District","South Canterbury"
2762600,0,"Orari","Timaru District","South Canterbury"
2762700,0,"Geraldine","Timaru District","South Canterbury"
2762900,1,"Geraldine","Timaru District","South Canterbury"
2763000,0,"Geraldine","Timaru District","South Canterbury"
2763100,0,"Geraldine","Timaru District","South Canterbury"
2763200,0,"Geraldine","Timaru District","South Canterbury"
2763600,0,"Geraldine","Timaru District","South Canterbury"
2763900,2,"Geraldine","Timaru District","South Canterbury"
2764000,0,"Geraldine","Timaru District","South Canterbury"
2764100,0,"Geraldine","Timaru District","South Canterbury"
2764200,0,"Geraldine","Timaru District","South Canterbury"
2764700,0,"Geraldine","Timaru District","South Canterbury"
2764800,0,"Geraldine","Timaru District","South Canterbury"
2764900,0,"Geraldine","Timaru District","South Canterbury"
2765000,0,"Geraldine","Timaru District","South Canterbury"
2765302,0,"Temuka","Timaru District","South Canterbury"
2765500,0,"Temuka","Timaru District","South Canterbury"
2765800,1,"Temuka","Timaru District","South Canterbury"
2765900,0,"Temuka","Timaru District","South Canterbury"
2766100,0,"Temuka","Timaru District","South Canterbury"
2766200,0,"Temuka","Timaru District","South Canterbury"
2766600,0,"Temuka","Timaru District","South Canterbury"
2766700,0,"Temuka","Timaru District","South Canterbury"
2766800,0,"Temuka","Timaru District","South Canterbury"
2767000,0,"Temuka","Timaru District","South Canterbury"
2767101,0,"Temuka","Timaru District","South Canterbury"
2767102,0,"Temuka","Timaru District","South Canterbury"
2767104,0,"Temuka","Timaru District","South Canterbury"
2767200,0,"Temuka","Timaru District","South Canterbury"
2767500,0,"Temuka","Timaru District","South Canterbury"
2767900,0,"Temuka","Timaru District","South Canterbury"
2768100,0,"Temuka","Timaru District","South Canterbury"
2768200,0,"Temuka","Timaru District","South Canterbury"
2768300,0,"Temuka","Timaru District","South Canterbury"
2768500,1,"Temuka","Timaru District","South Canterbury"
2768600,0,"Temuka","Timaru District","South Canterbury"
2768700,0,"Temuka","Timaru District","South Canterbury"
2768801,0,"Temuka","Timaru District","South Canterbury"
2768802,0,"Temuka","Timaru District","South Canterbury"
2768900,0,"Winchester","Timaru District","South Canterbury"
2769000,0,"Winchester","Timaru District","South Canterbury"
2769200,0,"Winchester","Timaru District","South Canterbury"
2769402,0,"Orari","Timaru District","South Canterbury"
2769500,0,"Orari","Timaru District","South Canterbury"
2769900,0,"Orari","Timaru District","South Canterbury"
2770000,0,"Orari","Timaru District","South Canterbury"
2770500,0,"Orari","Timaru District","South Canterbury"
2771100,2,"Orari","Timaru District","South Canterbury"
2771300,0,"Orari","Timaru District","South Canterbury"
2771500,1,"Orari","Timaru District","South Canterbury"
2771601,0,"Orari","Timaru District","South Canterbury"
2771800,0,"Otipua Creek-Washdyke Flat","Timaru District","South Canterbury"
2772100,2,"Levels","Timaru District","South Canterbury"
2772601,1,"Levels","Timaru District","South Canterbury"
2772602,0,"Levels","Timaru District","South Canterbury"
2772700,0,"Levels","Timaru District","South Canterbury"
2772800,0,"Levels","Timaru District","South Canterbury"
2773500,0,"Levels","Timaru District","South Canterbury"
2773800,0,"Washdyke","Timaru District","South Canterbury"
2773900,0,"Washdyke","Timaru District","South Canterbury"
2774100,2,"Washdyke","Timaru District","South Canterbury"
2774202,0,"Washdyke","Timaru District","South Canterbury"
2774300,0,"Washdyke","Timaru District","South Canterbury"
2774501,0,"Gleniti","Timaru District","South Canterbury"
2774505,0,"Gleniti","Timaru District","South Canterbury"
2774603,0,"Gleniti","Timaru District","South Canterbury"
2774606,0,"Gleniti","Timaru District","South Canterbury"
2774700,0,"Gleniti","Timaru District","South Canterbury"
2774801,0,"Gleniti","Timaru District","South Canterbury"
2774803,0,"Gleniti","Timaru District","South Canterbury"
2775000,0,"Glenwood","Timaru District","South Canterbury"
2775100,0,"Glenwood","Timaru District","South Canterbury"
2775202,0,"Glenwood","Timaru District","South Canterbury"
2775300,0,"Glenwood","Timaru District","South Canterbury"
2775401,0,"Glenwood","Timaru District","South Canterbury"
2775600,0,"Glenwood","Timaru District","South Canterbury"
2775702,0,"Glenwood","Timaru District","South Canterbury"
2775800,0,"Glenwood","Timaru District","South Canterbury"
2775900,0,"Levels","Timaru District","South Canterbury"
2776100,1,"Pareora","Timaru District","South Canterbury"
2776200,0,"Pareora","Timaru District","South Canterbury"
2776400,0,"Pareora","Timaru District","South Canterbury"
2776500,0,"Pareora","Timaru District","South Canterbury"
2776600,0,"Pareora","Timaru District","South Canterbury"
2776800,0,"Levels","Timaru District","South Canterbury"
2777100,0,"Fairview-Scarborough","Timaru District","South Canterbury"
2777200,0,"Fairview-Scarborough","Timaru District","South Canterbury"
2777300,2,"Levels","Timaru District","South Canterbury"
2777700,0,"Levels","Timaru District","South Canterbury"
2777801,0,"Levels","Timaru District","South Canterbury"
2777900,0,"Levels","Timaru District","South Canterbury"
2778100,1,"Otipua Creek-Washdyke Flat","Timaru District","South Canterbury"
2778200,1,"Otipua Creek-Washdyke Flat","Timaru District","South Canterbury"
2778301,0,"Levels","Timaru District","South Canterbury"
2778401,0,"Otipua Creek-Washdyke Flat","Timaru District","South Canterbury"
2778402,0,"Otipua Creek-Washdyke Flat","Timaru District","South Canterbury"
2778600,0,"Levels","Timaru District","South Canterbury"
2778900,1,"Levels","Timaru District","South Canterbury"
2779401,0,"Pleasant Point","Timaru District","South Canterbury"
2779500,0,"Pleasant Point","Timaru District","South Canterbury"
2779602,0,"Pleasant Point","Timaru District","South Canterbury"
2779800,0,"Pleasant Point","Timaru District","South Canterbury"
2779900,0,"Pleasant Point","Timaru District","South Canterbury"
2780200,0,"Maori Park","Timaru District","South Canterbury"
2780300,0,"Maori Park","Timaru District","South Canterbury"
2780400,0,"Maori Park","Timaru District","South Canterbury"
2780500,0,"Maori Park","Timaru District","South Canterbury"
2780700,0,"Maori Park","Timaru District","South Canterbury"
2781000,0,"Waimataitai","Timaru District","South Canterbury"
2781200,0,"Waimataitai","Timaru District","South Canterbury"
2781600,0,"Waimataitai","Timaru District","South Canterbury"
2781700,0,"Waimataitai","Timaru District","South Canterbury"
2781800,0,"Waimataitai","Timaru District","South Canterbury"
2781900,0,"Waimataitai","Timaru District","South Canterbury"
2782100,0,"Waimataitai","Timaru District","South Canterbury"
2782400,0,"Marchwiel","Timaru District","South Canterbury"
2782500,0,"Marchwiel","Timaru District","South Canterbury"
2782600,0,"Marchwiel","Timaru District","South Canterbury"
2782900,0,"Marchwiel","Timaru District","South Canterbury"
2783600,0,"Marchwiel","Timaru District","South Canterbury"
2783700,0,"Marchwiel","Timaru District","South Canterbury"
2783802,0,"Marchwiel","Timaru District","South Canterbury"
2783900,0,"Marchwiel","Timaru District","South Canterbury"
2784000,0,"Marchwiel","Timaru District","South Canterbury"
2784100,0,"Marchwiel","Timaru District","South Canterbury"
2784200,0,"Marchwiel","Timaru District","South Canterbury"
2784300,0,"Marchwiel","Timaru District","South Canterbury"
2784400,0,"Marchwiel","Timaru District","South Canterbury"
2784501,0,"Marchwiel","Timaru District","South Canterbury"
2784502,0,"Marchwiel","Timaru District","South Canterbury"
2784600,0,"Marchwiel","Timaru District","South Canterbury"
2784700,0,"Marchwiel","Timaru District","South Canterbury"
2784801,0,"Marchwiel","Timaru District","South Canterbury"
2784802,0,"Marchwiel","Timaru District","South Canterbury"
2784900,0,"Marchwiel","Timaru District","South Canterbury"
2785000,0,"Marchwiel","Timaru District","South Canterbury"
2785100,0,"Highfield","Timaru District","South Canterbury"
2785300,0,"Highfield","Timaru District","South Canterbury"
2785400,0,"Highfield","Timaru District","South Canterbury"
2785500,0,"Highfield","Timaru District","South Canterbury"
2785700,0,"Highfield","Timaru District","South Canterbury"
2786100,0,"Highfield","Timaru District","South Canterbury"
2786200,0,"Highfield","Timaru District","South Canterbury"
2786300,0,"Highfield","Timaru District","South Canterbury"
2786400,0,"Highfield","Timaru District","South Canterbury"
2786500,1,"Highfield","Timaru District","South Canterbury"
2786601,0,"Highfield","Timaru District","South Canterbury"
2786602,0,"Highfield","Timaru District","South Canterbury"
2786700,0,"Highfield","Timaru District","South Canterbury"
2786801,0,"Highfield","Timaru District","South Canterbury"
2787000,0,"Highfield","Timaru District","South Canterbury"
2787100,0,"Highfield","Timaru District","South Canterbury"
2787200,0,"Highfield","Timaru District","South Canterbury"
2787300,0,"Highfield","Timaru District","South Canterbury"
2787400,0,"Highfield","Timaru District","South Canterbury"
